shop_id,date,day_of_week,shop_area_sq_ft,Shop_profile,revenue,quantity_sold,month,day,year,revenue_lag1,quantity_sold_lag1,revenue_7d_mean,quantity_sold_7d_mean,revenue_14d_mean,quantity_sold_14d_mean,revenue_30d_mean,quantity_sold_30d_mean,revenue_7d_sum,quantity_sold_7d_sum,revenue_14d_sum,quantity_sold_14d_sum,revenue_30d_sum,quantity_sold_30d_sum,revenue_7d_median,quantity_sold_7d_median,revenue_14d_median,quantity_sold_14d_median,revenue_30d_median,quantity_sold_30d_median,area_sold_interaction
0,2021-10-15,0,580,1.0,10710,38,10,15,2021,,,,,,,,,,,,,,,,,,,,,22040
0,2021-10-16,2,580,1.0,18340,72,10,16,2021,10710.0,38.0,,,,,,,,,,,,,,,,,,,41760
0,2021-10-17,3,580,1.0,12015,54,10,17,2021,18340.0,72.0,,,,,,,,,,,,,,,,,,,31320
0,2021-10-18,1,580,1.0,11815,60,10,18,2021,12015.0,54.0,,,,,,,,,,,,,,,,,,,34800
0,2021-10-19,5,580,1.0,15840,63,10,19,2021,11815.0,60.0,,,,,,,,,,,,,,,,,,,36540
0,2021-10-20,6,580,1.0,10710,55,10,20,2021,15840.0,63.0,,,,,,,,,,,,,,,,,,,31900
0,2021-10-21,4,580,1.0,12600,48,10,21,2021,10710.0,55.0,13147.142857142857,55.714285714285715,,,,,92030.0,390.0,,,,,12015.0,55.0,,,,,27840
0,2021-10-22,0,580,1.0,11510,51,10,22,2021,12600.0,48.0,13261.42857142857,57.57142857142857,,,,,92830.0,403.0,,,,,12015.0,55.0,,,,,29580
0,2021-10-23,2,580,1.0,12070,51,10,23,2021,11510.0,51.0,12365.714285714286,54.57142857142857,,,,,86560.0,382.0,,,,,12015.0,54.0,,,,,29580
0,2021-10-24,3,580,1.0,7945,39,10,24,2021,12070.0,51.0,11784.285714285714,52.42857142857143,,,,,82490.0,367.0,,,,,11815.0,51.0,,,,,22620
0,2021-10-25,1,580,1.0,11200,41,10,25,2021,7945.0,39.0,11696.42857142857,49.714285714285715,,,,,81875.0,348.0,,,,,11510.0,51.0,,,,,23780
0,2021-10-26,5,580,1.0,9340,37,10,26,2021,11200.0,41.0,10767.857142857143,46.0,,,,,75375.0,322.0,,,,,11200.0,48.0,,,,,21460
