shop_id,date,day_of_week,shop_area_sq_ft,Shop_profile,revenue,quantity_sold,month,day,year,revenue_lag1,quantity_sold_lag1,revenue_7d_mean,quantity_sold_7d_mean,revenue_14d_mean,quantity_sold_14d_mean,revenue_30d_mean,quantity_sold_30d_mean,area_sold_interaction
1,2021-10-15,0,637,,25315,118,10,15,2021,15725.0,66.0,22895.714285714286,93.57142857142857,18580.35714285714,75.78571428571429,14612.5,59.96666666666667,75166
1,2021-10-16,2,637,,29110,125,10,16,2021,25315.0,118.0,23455.0,98.28571428571429,19614.285714285714,80.5,15213.833333333334,62.7,79625
1,2021-10-17,3,637,,18105,94,10,17,2021,29110.0,125.0,21430.0,92.57142857142857,19858.571428571428,82.21428571428571,15543.333333333334,64.63333333333334,59878
1,2021-10-18,1,637,,45990,151,10,18,2021,18105.0,94.0,25399.285714285714,102.71428571428571,22177.85714285714,88.64285714285714,16874.166666666668,68.6,96187
1,2021-10-19,5,637,,45600,172,10,19,2021,45990.0,151.0,28810.714285714286,116.85714285714286,24889.285714285714,98.28571428571429,17951.0,71.93333333333334,109564
1,2021-10-20,6,637,,34980,122,10,20,2021,45600.0,172.0,30689.285714285714,121.14285714285714,26202.5,102.5,18886.666666666668,74.93333333333334,77714
1,2021-10-21,4,637,,49835,174,10,21,2021,34980.0,122.0,35562.142857142855,136.57142857142858,29005.0,111.57142857142857,20376.833333333332,80.13333333333334,110838
1,2021-10-22,0,637,,29610,120,10,22,2021,49835.0,174.0,36175.71428571428,136.85714285714286,29535.714285714286,115.21428571428571,21265.833333333332,83.6,76440
1,2021-10-23,2,637,,47890,179,10,23,2021,29610.0,120.0,38858.57142857143,144.57142857142858,31156.785714285714,121.42857142857143,22635.833333333332,88.56666666666666,114023
1,2021-10-24,3,637,,24595,99,10,24,2021,47890.0,179.0,39785.71428571428,145.28571428571428,30607.85714285714,118.92857142857143,23295.666666666668,91.06666666666666,63063
1,2021-10-25,1,637,,26140,108,10,25,2021,24595.0,99.0,36950.0,139.14285714285714,31174.64285714286,120.92857142857143,23543.833333333332,92.16666666666667,68796
1,2021-10-26,5,637,,27230,102,10,26,2021,26140.0,108.0,34325.71428571428,129.14285714285714,31568.214285714286,123.0,23988.166666666668,93.63333333333334,64974
1,2021-10-27,6,637,,27560,114,10,27,2021,27230.0,102.0,33265.71428571428,128.0,31977.5,124.57142857142857,24243.5,94.9,72618
1,2021-10-28,4,637,,22290,91,10,28,2021,27560.0,114.0,29330.714285714286,116.14285714285714,32446.428571428572,126.35714285714286,24326.5,95.83333333333333,57967
1,2021-10-29,0,637,,15130,72,10,29,2021,22290.0,91.0,27262.14285714286,109.28571428571429,31718.928571428572,123.07142857142857,24353.833333333332,96.56666666666666,45864
1,2021-10-30,2,637,,17030,88,10,30,2021,15130.0,72.0,22853.571428571428,96.28571428571429,30856.071428571428,120.42857142857143,24654.166666666668,98.1,56056
1,2021-10-31,3,637,,19720,89,10,31,2021,17030.0,88.0,22157.14285714286,94.85714285714286,30971.428571428572,120.07142857142857,24698.0,98.7,56693
1,2021-11-01,1,637,,9790,44,11,1,2021,19720.0,89.0,19821.428571428572,85.71428571428571,28385.714285714286,112.42857142857143,24536.5,98.2,28028
1,2021-11-02,5,637,,12290,73,11,2,2021,9790.0,44.0,17687.14285714286,81.57142857142857,26006.428571428572,105.35714285714286,24456.666666666668,98.3,46501
1,2021-11-03,6,637,,9400,59,11,3,2021,12290.0,73.0,15092.857142857143,73.71428571428571,24179.285714285714,100.85714285714286,24319.333333333332,98.23333333333333,37583
1,2021-11-04,4,637,,17800,78,11,4,2021,9400.0,59.0,14451.42857142857,71.85714285714286,21891.071428571428,94.0,24658.0,99.6,49686
1,2021-11-05,0,637,,9520,53,11,5,2021,17800.0,78.0,13650.0,69.14285714285714,20456.071428571428,89.21428571428571,24422.166666666668,99.26666666666667,33761
1,2021-11-06,2,637,,15830,69,11,6,2021,9520.0,53.0,13478.57142857143,66.42857142857143,18166.071428571428,81.35714285714286,24596.5,100.0,43953
1,2021-11-07,3,637,,6975,43,11,7,2021,15830.0,69.0,11657.857142857143,59.857142857142854,16907.5,77.35714285714286,24089.666666666668,99.13333333333334,27391
1,2021-11-08,1,637,,7065,41,11,8,2021,6975.0,43.0,11268.57142857143,59.42857142857143,15545.0,72.57142857142857,23485.333333333332,97.43333333333334,26117
1,2021-11-09,5,637,,11920,62,11,9,2021,7065.0,41.0,11215.714285714286,57.857142857142854,14451.42857142857,69.71428571428571,22806.666666666668,95.03333333333333,39494
1,2021-11-10,6,637,,24360,96,11,10,2021,11920.0,62.0,13352.857142857143,63.142857142857146,14222.857142857143,68.42857142857143,23011.833333333332,95.56666666666666,61152
1,2021-11-11,4,637,,13620,62,11,11,2021,24360.0,96.0,12755.714285714286,60.857142857142854,13603.57142857143,66.35714285714286,22741.833333333332,95.2,39494
1,2021-11-12,0,637,,15925,94,11,12,2021,13620.0,62.0,13670.714285714286,66.71428571428571,13660.357142857143,67.92857142857143,22545.0,95.26666666666667,59878
1,2021-11-13,2,637,,36250,148,11,13,2021,15925.0,94.0,16587.85714285714,78.0,15033.214285714286,72.21428571428571,23229.166666666668,98.0,94276
1,2021-11-14,3,637,,20745,122,11,14,2021,36250.0,148.0,18555.0,89.28571428571429,15106.42857142857,74.57142857142857,23076.833333333332,98.13333333333334,77714
1,2021-11-15,1,637,,5600,30,11,15,2021,20745.0,122.0,18345.714285714286,87.71428571428571,14807.142857142857,73.57142857142857,22293.166666666668,94.96666666666667,19110
1,2021-11-16,5,637,,13160,61,11,16,2021,5600.0,30.0,18522.85714285714,87.57142857142857,14869.285714285714,72.71428571428571,22128.333333333332,93.86666666666666,38857
1,2021-11-17,6,637,,23675,104,11,17,2021,13160.0,61.0,18425.0,88.71428571428571,15888.92857142857,75.92857142857143,21384.5,92.3,66248
1,2021-11-18,4,637,,24610,124,11,18,2021,23675.0,104.0,19995.0,97.57142857142857,16375.357142857143,79.21428571428571,20684.833333333332,90.7,78988
1,2021-11-19,0,637,,14640,66,11,19,2021,24610.0,124.0,19811.428571428572,93.57142857142857,16741.071428571428,80.14285714285714,20006.833333333332,88.83333333333333,42042
1,2021-11-20,2,637,,20060,76,11,20,2021,14640.0,66.0,17498.571428571428,83.28571428571429,17043.214285714286,80.64285714285714,19014.333333333332,85.56666666666666,48412
1,2021-11-21,3,637,,19055,94,11,21,2021,20060.0,76.0,17257.14285714286,79.28571428571429,17906.071428571428,84.28571428571429,18662.5,84.7,59878
1,2021-11-22,1,637,,9420,53,11,22,2021,19055.0,94.0,17802.85714285714,82.57142857142857,18074.285714285714,85.14285714285714,17380.166666666668,80.5,33761
1,2021-11-23,5,637,,12450,74,11,23,2021,9420.0,53.0,17701.428571428572,84.42857142857143,18112.14285714286,86.0,16975.333333333332,79.66666666666667,47138
1,2021-11-24,6,637,,19200,66,11,24,2021,12450.0,74.0,17062.14285714286,79.0,17743.571428571428,83.85714285714286,16744.0,78.26666666666667,42042
1,2021-11-25,4,637,,16480,75,11,25,2021,19200.0,66.0,15900.714285714286,72.0,17947.85714285714,84.78571428571429,16385.666666666668,77.36666666666666,47775
1,2021-11-26,0,637,,75820,222,11,26,2021,16480.0,75.0,24640.714285714286,94.28571428571429,22226.071428571428,93.92857142857143,17994.333333333332,80.96666666666667,141414
1,2021-11-27,2,637,,86985,268,11,27,2021,75820.0,222.0,34201.42857142857,121.71428571428571,25850.0,102.5,20150.833333333332,86.86666666666666,170716
1,2021-11-28,3,637,,76805,217,11,28,2021,86985.0,268.0,42451.42857142857,139.28571428571428,29854.285714285714,109.28571428571429,22206.666666666668,91.7,138229
1,2021-11-29,1,637,,60415,183,11,29,2021,76805.0,217.0,49736.42857142857,157.85714285714286,33769.642857142855,120.21428571428571,23652.833333333332,94.86666666666666,116571
1,2021-11-30,5,637,,53130,139,11,30,2021,60415.0,183.0,55547.857142857145,167.14285714285714,36624.642857142855,125.78571428571429,24766.5,96.53333333333333,88543
1,2021-12-01,6,637,,36220,116,12,1,2021,53130.0,139.0,57979.28571428572,174.28571428571428,37520.71428571428,126.64285714285714,25647.5,98.93333333333334,73892
1,2021-12-02,4,637,,48125,164,12,2,2021,36220.0,116.0,62500.0,187.0,39200.357142857145,129.5,26842.0,101.96666666666667,104468
1,2021-12-03,0,637,,52410,189,12,3,2021,48125.0,164.0,59155.71428571428,182.28571428571428,41898.21428571428,138.28571428571428,28275.666666666668,106.3,120393
1,2021-12-04,2,637,,46965,169,12,4,2021,52410.0,189.0,53438.57142857143,168.14285714285714,43820.0,144.92857142857142,29247.833333333332,109.33333333333333,107653
1,2021-12-05,3,637,,45260,156,12,5,2021,46965.0,169.0,48932.142857142855,159.42857142857142,45691.78571428572,149.35714285714286,30439.166666666668,112.76666666666667,99372
1,2021-12-06,1,637,,47140,130,12,6,2021,45260.0,156.0,47035.71428571428,151.85714285714286,48386.07142857143,154.85714285714286,31482.833333333332,114.8,82810
1,2021-12-07,5,637,,63550,190,12,7,2021,47140.0,130.0,48524.28571428572,159.14285714285714,52036.07142857143,163.14285714285714,33368.666666666664,119.7,121030
1,2021-12-08,6,637,,55145,172,12,8,2021,63550.0,190.0,51227.857142857145,167.14285714285714,54603.57142857143,170.71428571428572,34971.333333333336,124.06666666666666,109564
1,2021-12-09,4,637,,73015,209,12,9,2021,55145.0,172.0,54783.57142857143,173.57142857142858,58641.78571428572,180.28571428571428,37007.833333333336,128.96666666666667,133133
1,2021-12-10,0,637,,58295,198,12,10,2021,73015.0,209.0,55624.28571428572,174.85714285714286,57390.0,178.57142857142858,38139.0,132.36666666666667,126126
1,2021-12-11,2,637,,81820,285,12,11,2021,58295.0,198.0,60603.57142857143,191.42857142857142,57021.07142857143,179.78571428571428,40412.333333333336,139.8,181545
1,2021-12-12,3,637,,51085,181,12,12,2021,81820.0,285.0,61435.71428571428,195.0,55183.92857142857,177.21428571428572,41584.333333333336,142.7,115297
1,2021-12-13,1,637,,28330,90,12,13,2021,51085.0,181.0,58748.57142857143,189.28571428571428,52892.142857142855,170.57142857142858,41320.333333333336,140.76666666666668,57330
1,2021-12-14,5,637,,26655,111,12,14,2021,28330.0,90.0,53477.857142857145,178.0,51001.07142857143,168.57142857142858,41517.333333333336,140.4,70707
1,2021-12-15,6,637,,29820,121,12,15,2021,26655.0,111.0,49860.0,170.71428571428572,50543.92857142857,168.92857142857142,42324.666666666664,143.43333333333334,77077
18,2021-10-15,0,411,,39160,119,10,15,2021,37080.0,152.0,42471.42857142857,170.14285714285714,38010.0,161.85714285714286,33072.833333333336,146.16666666666666,48909
18,2021-10-16,2,411,,30615,124,10,16,2021,39160.0,119.0,41672.142857142855,165.85714285714286,37089.28571428572,157.07142857142858,33515.333333333336,146.7,50964
18,2021-10-17,3,411,,41040,147,10,17,2021,30615.0,124.0,38406.42857142857,151.42857142857142,37141.07142857143,153.78571428571428,34084.666666666664,148.36666666666667,60417
18,2021-10-18,1,411,,27400,112,10,18,2021,41040.0,147.0,32932.142857142855,128.71428571428572,36233.21428571428,148.92857142857142,34334.333333333336,149.1,46032
18,2021-10-19,5,411,,38800,145,10,19,2021,27400.0,112.0,34293.57142857143,132.28571428571428,37208.92857142857,150.28571428571428,34663.666666666664,149.43333333333334,59595
18,2021-10-20,6,411,,38400,120,10,20,2021,38800.0,145.0,36070.71428571428,131.28571428571428,38499.28571428572,151.28571428571428,35204.0,149.13333333333333,49320
18,2021-10-21,4,411,,40070,149,10,21,2021,38400.0,120.0,36497.857142857145,130.85714285714286,39506.42857142857,153.92857142857142,35858.166666666664,151.1,61239
18,2021-10-22,0,411,,26745,92,10,22,2021,40070.0,149.0,34724.28571428572,127.0,38597.857142857145,148.57142857142858,36077.166666666664,150.46666666666667,37812
18,2021-10-23,2,411,,30820,125,10,23,2021,26745.0,92.0,34753.57142857143,127.14285714285714,38212.857142857145,146.5,36664.833333333336,152.26666666666668,51375
18,2021-10-24,3,411,,30565,111,10,24,2021,30820.0,125.0,33257.142857142855,122.0,35831.78571428572,136.71428571428572,37093.0,153.0,45621
18,2021-10-25,1,411,,26890,110,10,25,2021,30565.0,111.0,33184.28571428572,121.71428571428571,33058.21428571428,125.21428571428571,36594.833333333336,150.5,45210
18,2021-10-26,5,411,,15600,63,10,26,2021,26890.0,110.0,29870.0,110.0,32081.785714285714,121.14285714285714,35764.166666666664,145.96666666666667,25893
18,2021-10-27,6,411,,17410,62,10,27,2021,15600.0,63.0,26871.428571428572,101.71428571428571,31471.071428571428,116.5,34938.5,142.23333333333332,25482
18,2021-10-28,4,411,,25565,91,10,28,2021,17410.0,62.0,24799.285714285714,93.42857142857143,30648.571428571428,112.14285714285714,34952.833333333336,141.5,37401
18,2021-10-29,0,411,,11075,65,10,29,2021,25565.0,91.0,22560.714285714286,89.57142857142857,28642.5,108.28571428571429,33989.666666666664,138.33333333333334,26715
18,2021-10-30,2,411,,11495,62,10,30,2021,11075.0,65.0,19800.0,80.57142857142857,27276.785714285714,103.85714285714286,32923.5,133.8,25482
18,2021-10-31,3,411,,16035,85,10,31,2021,11495.0,62.0,17724.285714285714,76.85714285714286,25490.714285714286,99.42857142857143,32022.166666666668,130.96666666666667,34935
18,2021-11-01,1,411,,9650,56,11,1,2021,16035.0,85.0,15261.42857142857,69.14285714285714,24222.85714285714,95.42857142857143,30893.666666666668,126.46666666666667,23016
18,2021-11-02,5,411,,16105,72,11,2,2021,9650.0,56.0,15333.57142857143,70.42857142857143,22601.785714285714,90.21428571428571,30086.666666666668,122.43333333333334,29592
18,2021-11-03,6,411,,18280,88,11,3,2021,16105.0,72.0,15457.857142857143,74.14285714285714,21164.64285714286,87.92857142857143,29359.0,119.36666666666666,36168
18,2021-11-04,4,411,,11550,60,11,4,2021,18280.0,88.0,13455.714285714286,69.71428571428571,19127.5,81.57142857142857,28906.0,117.16666666666667,24660
18,2021-11-05,0,411,,9560,51,11,5,2021,11550.0,60.0,13239.285714285714,67.71428571428571,17900.0,78.64285714285714,28546.833333333332,115.33333333333333,20961
18,2021-11-06,2,411,,7480,45,11,6,2021,9560.0,51.0,12665.714285714286,65.28571428571429,16232.857142857143,72.92857142857143,27930.5,113.1,18495
18,2021-11-07,3,411,,6600,36,11,7,2021,7480.0,45.0,11317.857142857143,58.285714285714285,14521.07142857143,67.57142857142857,26835.0,108.73333333333333,14796
18,2021-11-08,1,411,,10260,46,11,8,2021,6600.0,36.0,11405.0,56.857142857142854,13333.214285714286,63.0,25970.0,105.13333333333334,18906
18,2021-11-09,5,411,,7700,45,11,9,2021,10260.0,46.0,10204.285714285714,53.0,12768.92857142857,61.714285714285715,24096.666666666668,98.36666666666666,18495
18,2021-11-10,6,411,,9740,60,11,10,2021,7700.0,45.0,8984.285714285714,49.0,12221.07142857143,61.57142857142857,22230.666666666668,91.33333333333333,24660
18,2021-11-11,4,411,,17100,79,11,11,2021,9740.0,60.0,9777.142857142857,51.714285714285715,11616.42857142857,60.714285714285715,21825.0,89.96666666666667,32469
18,2021-11-12,0,411,,14200,67,11,12,2021,17100.0,79.0,10440.0,54.0,11839.642857142857,60.857142857142854,21433.0,87.96666666666667,27537
18,2021-11-13,2,411,,13020,63,11,13,2021,14200.0,67.0,11231.42857142857,56.57142857142857,11948.57142857143,60.92857142857143,20631.0,85.0,25893
18,2021-11-14,3,411,,12655,63,11,14,2021,13020.0,63.0,12096.42857142857,60.42857142857143,11707.142857142857,59.357142857142854,19747.5,83.13333333333334,25893
18,2021-11-15,1,411,,9960,39,11,15,2021,12655.0,63.0,12053.57142857143,59.42857142857143,11729.285714285714,58.142857142857146,19059.0,80.3,16029
18,2021-11-16,5,411,,8840,48,11,16,2021,9960.0,39.0,12216.42857142857,59.857142857142854,11210.357142857143,56.42857142857143,17985.666666666668,77.0,19728
18,2021-11-17,6,411,,12070,67,11,17,2021,8840.0,48.0,12549.285714285714,60.857142857142854,10766.785714285714,54.92857142857143,17474.666666666668,75.5,27537
18,2021-11-18,4,411,,21490,87,11,18,2021,12070.0,67.0,13176.42857142857,62.0,11476.785714285714,56.857142857142854,16897.666666666668,73.56666666666666,35757
